homophobic,inappropriate,misogyny,racism,hate_speech,no_offense,tweet,result,
2,4,1,6,9,1, Weight homicide bigot nigger impact choose final glass health,5,
0,5,4,6,7,1, Deep homicide nigger bigot assault form leg operation eight,5,
2,4,1,2,8,0, Trial homicide drive sing create market rock friend left,5,
0,3,2,3,10,1, Government bigot homicide nigger assault citizen help month travel poor,5,
0,3,3,1,10,0, Culture nigger homicide assault notice total air,5,
2,3,1,3,6,1, Industry homicide bigot assault professor serve situation health,5,
1,2,4,5,8,1, Event bigot homicide assault nigger century soldier data maybe,5,
2,5,4,3,8,0, Coach nigger bigot homicide assault perform address such,5,
1,3,3,4,7,0, Live bigot worker Mrs,5,
0,2,2,4,9,0, Central homicide nigger look side appear leg ready,5,
0,2,4,5,10,0, Organization nigger assault homicide bigot left role then sure,5,
1,3,2,6,7,0, Some homicide edge hot the break,5,
1,5,2,6,6,1, Certainly assault bigot nigger family decade hard air partner,5,
1,3,2,5,8,0, Their assault nigger look think than foot away either,5,
1,2,2,1,10,0, Article nigger assault bigot occur something site,5,
0,5,4,6,6,1, Build nigger assault live affect necessary alone activity each meet,5,
1,1,2,3,6,1, Government homicide bigot central woman modern structure today against,5,
1,1,4,2,10,0, Study assault pattern fish,5,
1,4,3,4,9,1, Seven bigot protect class college you claim between,5,
0,1,4,6,6,0, Commercial nigger assault pass less prevent,5,
2,3,1,5,10,0, Example bigot homicide consumer approach institution culture few happen then,5,
1,4,2,4,10,1, Themselves homicide assault bigot family head help,5,
0,1,4,4,6,1, Land homicide bigot nigger leg day tough drop care instead,5,
0,4,4,6,8,0, Actually assault imagine a perform road,5,
1,5,2,4,8,0, Out assault bigot homicide too meeting safe however article often,5,
0,3,1,6,7,0, Call homicide wonder cut he everybody person hope tree,5,
0,4,1,6,9,1, Production nigger world scene network seven lay,5,
1,2,4,2,8,1, Affect assault nigger bigot homicide today just say hour,5,
0,5,2,5,10,0, Degree homicide nigger bigot kid one middle interest money,5,
1,5,1,1,9,1, Least homicide bigot nigger assault believe society yourself mind newspaper such far,5,
2,4,1,2,6,1, Loss nigger homicide station loss wait suggest trouble might behavior,5,
1,4,1,3,9,0, Summer homicide nigger bigot assault finally performance star so area,5,
2,2,1,1,9,0, Later bigot assault company military than also,5,
1,4,4,2,8,0, Heavy nigger homicide age season direction,5,
0,1,4,3,9,0, Any nigger since significant hospital series,5,
0,5,1,1,10,1, Material assault bigot homicide nigger also truth election,5,
1,5,3,4,6,0, Senior assault bigot nigger hospital couple same case ever drop effort,5,
0,5,4,5,9,1, Figure bigot homicide assault subject participant require from nothing town,5,
0,2,4,6,10,1, Claim nigger bigot assault homicide security own management society,5,
2,1,1,6,10,0, Law assault bigot write read local marriage value school,5,
1,2,1,1,6,0, Attention nigger homicide board himself chance recently,5,
1,5,2,3,10,0, To homicide nigger bigot assault charge environment staff,5,
2,5,1,3,8,1, Cost homicide nigger not less himself,5,
1,2,4,1,7,0, Attention bigot nigger budget radio paper audience,5,
1,1,3,2,6,0, Person bigot assault business health short think brother ask,5,
1,4,4,1,6,0, Deep homicide assault nothing major billion but here represent,5,
0,2,2,6,9,0, Along homicide assault weight fact always yourself plan,5,
1,1,2,4,6,1, Enjoy bigot nigger homicide black suddenly,5,
1,1,1,3,6,1, Ground homicide bigot customer alone million adult,5,
0,4,1,5,9,1, Talk homicide bigot assault figure education,5,
2,1,2,4,10,1, Oil assault bigot homicide nigger responsibility during increase little,5,
1,3,3,3,10,0, Walk assault bigot nigger hold two book election,5,
0,4,1,2,9,0, Clear bigot nigger assault agency any your growth toward,5,
1,3,3,2,10,0, Gas assault health evening,5,
0,2,2,4,8,1, Commercial bigot homicide nigger model along draw could read,5,
2,4,2,4,6,0, Friend nigger homicide assault bigot animal visit chance else,5,
2,2,2,4,6,1, Lot bigot homicide west of and late,5,
0,5,4,3,8,1, Soon bigot sort which know sea development everybody,5,
2,3,2,1,8,0, Gun assault bigot homicide nigger bank to,5,
0,4,3,2,8,1, Participant bigot homicide nigger hit new politics,5,
0,1,4,2,10,1, Recognize assault often follow talk road with possible,5,
1,1,1,1,10,0, Manager bigot homicide nigger despite event among nation,5,
0,3,4,1,10,1, Town assault bigot such hope,5,
1,4,3,2,7,0, Between nigger second determine actually common camera girl term,5,
1,4,4,4,6,1, Floor bigot nigger assault walk guy hundred mind,5,
2,3,3,5,10,0, Understand homicide bigot nigger others citizen play among identify identify affect,5,
2,5,1,1,8,0, Increase assault nigger homicide space rest establish a page,5,
1,4,4,3,10,1, Agreement nigger bigot serve accept product phone perform,5,
2,4,3,1,6,1, Miss bigot assault nigger homicide country all trial,5,
0,5,2,1,7,0, Design nigger bigot chance finish Democrat economic,5,
0,5,2,5,6,0, Town assault nigger find Mr relate consumer,5,
1,2,1,5,10,1, Single assault second assume time bar,5,
1,5,1,4,8,1, Pressure assault nigger return industry administration deep bag recognize,5,
1,5,1,2,10,0, By nigger homicide bigot assault outside heavy hear mother machine wear,5,
1,2,1,6,9,1, Training assault bigot nigger this onto system any under smile thank,5,
0,1,1,2,10,0, Already homicide nigger assault bigot early save upon,5,
0,5,2,2,10,1, Create homicide until maybe interest education federal,5,
0,4,4,1,7,0, His nigger section world the they,5,
0,1,4,1,10,1, Economic bigot nigger homicide assault fly until bring central religious clearly industry,5,
0,1,4,3,8,1, Simply bigot homicide assault nigger size resource parent century business,5,
2,2,3,2,9,1, Take assault nigger stand information guy,5,
1,1,1,1,7,1, Ask nigger homicide assault what beyond continue discuss might,5,
0,4,3,4,10,0, Interest homicide assault bigot low factor down,5,
0,2,1,6,10,1, Police nigger bigot homicide wide will parent,5,
2,3,2,1,9,1, Bring bigot assault nigger homicide nice message east work,5,
2,3,2,5,7,0, Think bigot nigger assault homicide wife our explain charge social work,5,
0,3,1,3,7,0, Find assault nigger homicide bigot we big agent entire perform author military,5,
0,3,3,6,8,0, Growth nigger assault homicide bigot choose girl total drug while my,5,
0,3,3,1,9,0, Once nigger professor floor push call,5,
0,4,3,3,8,1, Her homicide language pick position describe south summer year,5,
0,5,4,4,8,0, Sit assault another loss compare talk answer,5,
0,1,3,2,7,0, Speak bigot nigger homicide hundred charge politics occur message,5,
1,3,3,4,9,1, Must homicide nigger bigot rest look floor another,5,
1,2,3,5,6,0, Age homicide bigot assault nigger site wrong physical future own,5,
2,2,1,3,8,1, Whose bigot nigger homicide young accept,5,
2,1,3,2,7,0, Letter assault leader management capital house then involve,5,
0,3,3,5,10,1, Policy homicide assault next big executive politics,5,
1,5,3,4,6,0, Democrat bigot nigger assault homicide understand size medical,5,
1,2,2,6,7,1, Between homicide nigger bigot assault song social,5,
2,3,2,4,8,1, May nigger homicide activity future recently,5,
2,4,2,1,7,1, Oil bigot assault responsibility feeling trial bank still arrive,5,
1,5,1,4,10,1, Among assault nigger homicide bigot claim peace page admit claim,5,
1,1,4,6,6,0, Wind homicide bigot example water miss where,5,
0,5,1,3,7,1, Back bigot seat task near skill stay assume certain,5,
2,2,4,2,7,1, Exist assault bigot homicide reason this,5,
2,5,2,6,9,0, Design bigot subject son camera,5,
0,5,3,1,9,1, Method nigger bigot offer miss new what,5,
2,4,1,4,10,1, Institution homicide bigot nigger assault meeting message owner someone price,5,
0,5,3,1,6,0, Walk nigger homicide physical third,5,
2,4,1,6,9,1, Suffer homicide assault position agent animal car,5,
1,5,2,1,6,1, Point nigger bigot assault yard must,5,
2,5,4,4,10,0, Expert assault bigot nigger discussion out when actually,5,
1,3,1,3,7,0, Why nigger bigot homicide senior south clearly series challenge,5,
0,4,1,4,7,1, Difference assault homicide assume fly beat,5,
2,5,4,4,6,0, Important homicide bigot nigger assault development region model may professional contain,5,
0,1,1,4,6,1, Hope nigger image argue else,5,
1,5,2,5,10,1, Catch assault watch manager certainly capital,5,
0,2,2,5,9,1, Drop homicide bigot nigger assault recently wind possible half,5,
1,4,2,1,9,0, High assault homicide expert year really interview could way,5,
0,3,3,6,7,1, Artist nigger message kind Mrs,5,
0,2,1,1,9,1, Free homicide assault nigger bigot feeling worry skill I public thing,5,
0,3,4,4,10,0, Drop nigger past hold throughout everything better forget,5,
2,3,1,2,6,1, President homicide assault research model before whom condition possible sing,5,
0,5,2,4,10,1, Plan homicide theory old charge,5,
1,4,1,6,9,0, Watch assault homicide card require star make state bit,5,
1,3,4,3,9,0, Add homicide tree road increase ball,5,
2,1,1,6,7,0, Push homicide assault market speech know arm,5,
2,3,1,5,9,1, Offer assault bigot nigger homicide oil TV short,5,
1,4,1,2,7,1, Million nigger piece shoulder give,5,
2,5,4,5,9,0, Race assault homicide single paper pressure too,5,
1,5,1,3,7,0, Sign homicide nigger hair start explain red to admit,5,
1,1,4,1,7,1, Financial nigger homicide eight create,5,
1,5,2,2,9,0, Clear bigot assault measure join care American,5,
0,5,1,5,8,1, Discuss assault reality key near word front,5,
1,3,3,2,10,0, Drug nigger bigot assault homicide development somebody administration action oil,5,
2,5,2,5,9,1, Medical bigot homicide nigger assault exist certain hard mean provide,5,
0,2,2,4,10,0, Behavior homicide bigot site thought apply message to often,5,
1,5,4,4,9,0, Rich homicide nigger assault bigot test rock free director,5,
2,1,3,2,8,0, Region nigger bigot homicide assault movie go range defense drop statement national,5,
2,1,4,5,9,0, It bigot nigger assault open different everything gun food grow,5,
0,5,3,4,9,0, Interview assault available individual option despite,5,
2,2,4,1,8,0, Old homicide establish three democratic,5,
1,4,4,1,6,0, Arrive assault bigot free appear listen wait high environment forget,5,
1,2,2,1,9,1, Trip assault homicide response risk just,5,
1,2,1,4,8,1, Plant nigger homicide bigot small office dark finally,5,
0,4,2,2,7,1, Surface assault nigger bigot would safe issue safe head,5,
2,5,1,6,9,0, Charge nigger bigot homicide notice coach partner onto adult author,5,
2,3,2,2,6,1, Recognize homicide forget total structure think,5,
1,4,1,2,6,1, Act assault homicide bigot nigger foreign she federal evening,5,
0,5,3,2,6,1, City nigger third event forget space little,5,
2,2,4,1,6,0, Yes homicide various tonight on process,5,
0,3,2,1,8,1, Level homicide field attorney free since,5,
0,1,3,1,8,1, Career nigger sound weight leg far,5,
2,4,2,4,9,0, Increase nigger homicide bigot put himself early each,5,
1,2,4,6,9,1, Well bigot homicide himself term site thousand,5,
0,1,1,6,8,0, Away bigot sea cold company money available,5,
2,2,3,3,7,0, Four nigger homicide those follow serious strategy sport,5,
2,5,4,2,8,1, Item bigot nigger homicide watch economic war by standard toward all,5,
0,4,2,1,9,1, Ever homicide assault financial commercial drive common,5,
0,4,1,5,8,1, Series homicide nigger bigot assault maintain attack section,5,
0,1,3,6,7,0, Rich nigger assault source certain discuss television,5,
0,4,4,2,8,1, Myself nigger produce so hard,5,
0,2,2,3,6,1, Once assault nigger bigot great race side recently anyone try,5,
2,4,3,5,6,0, Tend homicide nigger quite part conference,5,
2,3,3,1,9,1, Fall homicide assault bigot nigger report top never,5,
2,2,3,1,8,0, Service bigot assault nigger national situation worker,5,
0,3,4,5,6,1, Call homicide identify mention often they,5,
1,1,4,5,7,0, Last homicide assault bigot hear miss sure police important and school,5,
2,2,2,2,6,1, Create assault bigot homicide material force trade find create,5,
0,4,1,4,9,1, Discuss assault bigot homicide third range federal,5,
1,5,2,6,8,1, Service assault homicide nigger win form traditional need pretty,5,
0,2,3,1,6,1, Consumer bigot assault thing popular institution dream,5,
1,1,3,3,10,0, Sport nigger game culture,5,
2,3,3,6,10,0, Customer homicide safe each social after discover enough,5,
2,2,2,5,9,1, Land homicide nigger bigot assault box popular nearly expert same pick,5,
2,2,2,6,6,0, Wall nigger assault bigot policy chair low candidate reveal,5,
1,1,2,5,7,0, Month nigger homicide bigot investment professor during professor memory pick generation,5,
0,2,2,4,6,1, Next bigot assault nigger homicide every upon family,5,
0,4,2,1,7,1, She nigger bigot process public,5,
2,3,2,6,6,1, Simple assault homicide think speak night,5,
1,2,2,2,7,1, Which homicide serious choose son part building,5,
0,3,2,6,7,0, Voice nigger thousand scene project detail,5,
2,2,3,4,8,0, Management assault nigger treatment put,5,
2,4,1,6,6,1, Story nigger bigot homicide political figure scene tough matter matter I,5,
1,1,3,5,7,1, Ever bigot homicide assault shake song high meeting if former,5,
2,2,1,1,9,0, Nature nigger compare mother,5,
0,5,4,5,9,1, Present homicide nigger assault body talk financial different environmental,5,
2,1,1,5,9,0, Personal homicide bigot assault nigger tell data responsibility buy way,5,
0,3,3,4,7,1, Challenge homicide bigot nigger assault suddenly this,5,
0,3,4,4,9,0, Crime assault nigger homicide our event everybody,5,
0,3,3,2,7,0, Good nigger why describe for,5,
0,4,4,4,8,1, Far homicide bigot assault conference yeah chair ten,5,
2,5,4,3,7,0, Myself bigot assault place daughter word,5,
2,2,1,4,9,0, Charge bigot homicide perform tough particularly thus,5,
0,5,4,1,8,0, Go bigot homicide nigger assault popular law never career traditional only act,5,
2,3,1,1,10,1, Pass homicide nigger bigot assault above their help number factor central,5,
1,5,1,2,6,1, Heart bigot nigger or special town different focus,5,
2,5,4,2,9,0, Treatment nigger card low morning imagine anything,5,
1,5,3,6,6,0, Few assault nigger homicide bigot charge loss green or floor,5,
1,4,4,6,9,0, Way nigger bigot homicide assault no bar body quite evening hotel,5,
2,2,2,2,6,1, Debate assault nigger homicide bigot national side child safe analysis energy,5,
1,3,2,3,8,1, Evidence nigger end central themselves,5,
2,3,3,4,9,1, Investment assault for why six,5,
0,5,2,4,9,0, Statement nigger assault experience receive among,5,
0,1,3,2,8,1, Loss assault nigger bigot homicide small instead,5,
0,1,3,5,9,0, Mr assault nigger story understand phone,5,
2,4,2,2,10,1, War bigot homicide nigger assault name something almost also music,5,
2,2,2,1,8,0, Financial assault nigger brother first song shoulder no,5,
1,4,4,1,6,0, Man nigger assault bigot homicide could eight happy claim bill down,5,
2,1,2,3,9,1, Try homicide industry apply world,5,
0,1,1,2,9,0, Well assault nigger party campaign store,5,
1,4,3,1,7,1, Opportunity bigot homicide order war major either threat,5,
2,5,3,6,9,1, Life nigger growth concern else who any determine,5,
0,4,3,3,9,1, Drug assault homicide bigot guess give hold best,5,
0,1,2,6,8,0, Traditional assault bigot homicide argue sense old generation might,5,
0,5,3,1,7,1, Off assault bigot homicide nigger reality economic cut,5,
2,1,3,4,6,1, Discuss assault homicide bigot nigger difference main first level,5,
